"Location","nation","Country","gender","field_research","Country_work","PhD_Year","what_participant_group"
"Germany","United Kingdom","Germany","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","1989","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Medicine and Life Science","United Kingdom","1996","Senior academic researcher with >10 years of experience applying for research grants"
"Ontario","Canada","Canada","Male","Engineering","Canada","","Senior academic researcher with >10 years of experience applying for research grants"
"","","","Male","Medicine and Life Science","","","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","2011","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"New Brunswick","Canada","Canada","Female","Natural Science","Canada","1991","Senior academic researcher with >10 years of experience applying for research grants"
"Massachusetts","United States","United States","Male","Physical Science (eg. math, physics, chemistry, computer science)","United States","1972","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","","Physical Science (eg. math, physics, chemistry, computer science)","","1989","Senior academic researcher with >10 years of experience applying for research grants"
"Quebec","Canada","Canada","Male","Physical Science (eg. math, physics, chemistry, computer science)","Canada","1991","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","1999","Senior academic researcher with >10 years of experience applying for research grants"
"United Kingdom","United Kingdom","United Kingdom","Male","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","2008","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future"
"Australia","Australia","Australia","Male","Medicine and Life Science","Australia","1995","Senior academic researcher with >10 years of experience applying for research grants"
"Australia","Australia","Australia","Male","Medicine and Life Science","Australia","1979","Senior academic researcher with >10 years of experience applying for research grants"
"Australia","Australia","Australia","Female","Natural Science","Australia","1996","Senior academic researcher with >10 years of experience applying for research grants"
"Australia","Australia","Australia","Male","Medicine and Life Science","Australia","2007","Early career academic researcher with <10 years experience applying for research grants since completion of PhD"
